1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2.10396,-0.889918,-2.83067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.717104,-0.483767,-0.0234034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.38031,-0.812232,0.672723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.331134,-0.544576,-0.243882,0.171099,-1.36227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.820037,0.441394,-0.936468,0.580401,0.0818728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.660377,0.67233,0.509189,0.319298,0.241509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.829854,0.6777,0.491263,0.0248583,0.0925065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.01617,0.539172,-1.27717,-0.908814,0.0472773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-18.9977,-0.203171,-13.8202,-6.13066,14.6924,-3.30449,10.8138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-15.224,-1.03224,-10.364,-5.96156,10.8464,-3.29959,7.74482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-7.37157,-1.70444,-4.50007,-3.28016,4.5702,-0.0274315,3.9029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.32886,-1.97886,3.28091,0.0373786,-2.05669,1.94116,-0.622186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5.01307,-0.660453,3.62081,1.48608,-3.36489,0.994862,-2.17618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7.82426,0.589967,4.72468,3.74473,-5.92789,0.833981,-4.63643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2.92913,-1.47834,-0.809954,-1.79335,2.15228,0.401157,0.868914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.69421,8.66048,-3.56555,5.71388,4.26639,-1.11486,-0.629068,-7.26719,-5.85386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.288048,3.30466,0.252393,-0.296364,-0.0732874,-0.355494,-0.242296,-3.01631,-0.860602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1.10308,0.431419,0.572872,-1.30831,-0.394864,-0.600943,0.458123,-0.8157,1.53498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.671084,-0.34049,-0.920702,-0.920099,-0.00278097,-0.170452,0.65349,-0.385911,0.739115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.572652,-1.8618,-0.334089,0.0867063,0.712576,-0.262382,0.477266,1.81125,-0.671497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.43759,-0.355744,-0.0262479,0.418372,0.193949,-0.257416,-0.205197,0.924282,-0.412079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.11031,-0.657238,-0.143064,0.235303,-0.121766,0.193681,-0.322916,1.59237,-0.299771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.577672,-2.99743,0.821802,-1.33099,-0.316157,1.14881,1.05116,3.09142,1.74436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.01959,3.47881,-1.04819,2.17072,0.725628,-0.787416,0.238528,-2.32135,-2.34723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2.26837,3.12344,0.0180942,0.851568,-2.58529,-0.232292,-1.07855,2.30645,0.310722,-0.724354,-1.83406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-4.13592,6.30037,-0.294947,-0.632321,-1.57385,1.39715,-2.4286,5.53975,-0.732411,-1.04032,-4.48934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1.05053,1.49166,0.0611939,1.06701,-0.54877,0.364735,-0.86138,1.95269,-0.883364,1.55406,1.00209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.645657,-1.07503,0.916885,0.540484,0.115393,-1.16617,0.31674,-0.413249,0.642568,-0.218545,0.098089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.20202,-4.69902,-0.628264,-0.103937,0.670495,-1.16219,1.0293,-4.40238,0.615506,-1.25383,-0.29766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-2.81973,6.12991,0.64276,-0.884502,-1.29502,-0.126206,-1.18917,5.18486,-0.755111,-4.77533,-7.08862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.743592,4.08454,0.116837,0.320749,-0.537833,0.372672,-0.821904,4.26316,-0.253205,1.01537,0.20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1.98393,3.52278,-0.228831,0.0674832,-0.556672,0.479799,-0.580357,3.73101,-0.469057,-0.295852,-0.993841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.92908,-3.69609,0.581018,-1.42318,0.59011,-0.72851,1.3436,-3.30119,0.632169,-4.57505,-3.98238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.03204,-4.12641,-0.434346,-1.42632,1.27081,-0.634449,0.600523,-3.16415,-0.427237,0.119175,0.720414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.869266,-0.163572,-0.0340706,0.53772,-0.739554,0.402345,-1.24459,-0.360457,0.759874,-1.07867,-0.782186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.948647,-2.46464,-0.0290772,0.228372,0.38505,0.82396,-0.0672662,1.7128,-0.820798,2.64517,-2.5679,1.49032,0.732318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.753206,-5.59169,0.747661,-3.48914,-0.957256,-1.0796,-0.198112,7.02343,-0.698619,-4.33727,5.10672,2.8926,-0.700431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.237722,4,-0.846809,2.33092,0.251454,0.790423,0.512366,-4.38575,0.444659,3.23805,-4.23385,-0.736372,0.544556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.669103,2.90327,-0.900306,1.14089,-0.146813,0.497181,0.91919,-2.95924,-0.878355,2.38469,-2.96872,-0.420345,1.02808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.908322,-1.12764,0.677964,1.30161,-0.716853,-0.451871,0.416816,0.187182,-0.486921,5.19812,-5.28727,0.00316027,0.517384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.0737957,-0.725864,-0.371282,-0.841271,-0.376824,-0.976719,-0.16186,1.06053,-0.10851,1.03458,-0.75618,0.276532,0.0203514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.28198,1.47016,-0.362744,2.56109,-0.411226,0.437294,-0.0791241,-3.34094,-0.448283,5.10678,-4.89268,-1.04865,-0.0736125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.690642,-0.56382,-0.250969,1.46294,0.110922,0.405887,0.645396,0.151636,-0.0266992,1.99561,-2.69673,-0.0709101,0.61052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.615678,-0.681784,-0.602786,0.288292,-0.142059,0.434564,0.00718133,0.71722,-0.395908,0.309727,-0.211359,-0.0232583,-0.0393424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.12152,-2.21402,0.796631,-1.18015,-0.240292,-0.269746,-1.10033,2.97538,0.238441,-1.26383,2.16761,0.184314,-1.08796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
