1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.26437,0.837195,0.230172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.0459368,-1.51955,-1.65896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.139497,0.866675,-0.247153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-1.81787,-0.185247,0.476651,-0.781621,1.07349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.711871,1.3672,-0.637657,1.15702,1.73079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.449277,0.435083,-1.42523,1.52259,-0.650895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.0956573,-0.831356,1.29414,-0.17626,0.264753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-0.180873,1.08725,-0.229454,0.566185,-0.0909218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.78817,0.365642,-2.16715,0.951155,1.80281,-0.857406,2.56383,0,0,0,0,0,0,0,0,0,0,0,0,
-1.32858,-3.12107,11.9955,-3.3805,-3.54997,1.21859,-12.9463,0,0,0,0,0,0,0,0,0,0,0,0,
-0.783072,3.53311,-11.5373,2.13399,2.70397,-2.22962,11.7843,0,0,0,0,0,0,0,0,0,0,0,0,
0.355736,0.783351,0.375235,-0.287271,0.639503,0.49715,0.416078,0,0,0,0,0,0,0,0,0,0,0,0,
0.134114,-0.14091,-0.627106,-0.732384,-0.200716,-0.293012,0.84369,0,0,0,0,0,0,0,0,0,0,0,0,
-0.160486,-0.666401,1.30446,-0.456289,-0.115247,0.636048,-2.15581,0,0,0,0,0,0,0,0,0,0,0,0,
0.397804,0.903676,-1.01864,-0.136493,0.368949,-0.351645,0.781461,0,0,0,0,0,0,0,0,0,0,0,0,
-0.1178,-0.381635,-0.108353,0.618156,-0.313892,-0.206312,0.512944,0.680914,-0.729365,0,0,0,0,0,0,0,0,0,0,
-3.1935,-5.76513,-12.8473,2.18911,3.13847,1.12299,10.025,-2.67146,0.902787,0,0,0,0,0,0,0,0,0,0,
3.71113,5.15823,10.3599,-1.79781,-3.55446,-0.69331,-7.87719,1.42739,-1.39233,0,0,0,0,0,0,0,0,0,0,
2.6006,5.16426,11.7738,-1.14884,-4.38257,-0.827131,-8.43041,2.9502,-1.39232,0,0,0,0,0,0,0,0,0,0,
0.849177,1.68247,1.55344,0.55122,-1.88352,-1.82772,0.360249,0.563155,0.454943,0,0,0,0,0,0,0,0,0,0,
0.331076,0.429858,0.389089,-0.169745,0.823,1.02835,-1.56273,0.282456,0.093677,0,0,0,0,0,0,0,0,0,0,
-1.64891,-1.92052,-3.46765,2.46371,-0.117202,-1.56935,4.16213,-0.91879,0.220746,0,0,0,0,0,0,0,0,0,0,
0.955907,0.011335,0.738908,-0.835073,0.746082,1.24891,-0.900193,0.139221,0.426195,0,0,0,0,0,0,0,0,0,0,
-1.16455,-0.390876,-1.64285,1.2812,0.23963,-0.480144,2.36623,-0.20313,-0.284006,0,0,0,0,0,0,0,0,0,0,
-0.6935,-0.499003,1.90831,0.572046,-0.67408,0.624732,-1.43849,-0.438356,0.383562,1.07764,1.49256,0,0,0,0,0,0,0,0,
-0.761736,1.11713,1.23053,2.63389,-2.61765,0.256801,0.375793,-0.409407,2.12971,0.153443,1.27715,0,0,0,0,0,0,0,0,
-0.67158,-2.9091,4.53939,-1.27916,1.5948,-0.996312,-3.19347,-2.06697,0.436878,1.75952,-0.0712276,0,0,0,0,0,0,0,0,
1.47144,-2.75126,0.508869,-3.71995,2.93695,0.641015,-2.02758,-0.0913619,-1.63294,0.810108,-1.11964,0,0,0,0,0,0,0,0,
-0.779031,0.860347,2.58496,3.08312,-1.92943,-0.184086,-1.24735,-0.366215,2.61572,1.42691,2.98366,0,0,0,0,0,0,0,0,
1.57238,1.5427,-2.78331,-0.108748,-1.11665,1.304,0.942552,0.422881,-1.49188,-1.53387,0.859657,0,0,0,0,0,0,0,0,
0.453432,-0.0340593,-0.539718,-1.55195,0.872552,-0.194069,-0.0297433,0.800099,-0.738203,-1.07946,-1.20031,0,0,0,0,0,0,0,0,
0.140889,1.35092,-0.979332,0.335571,-1.16364,0.298175,0.83482,0.00819116,-0.180445,0.0639824,0.866894,0,0,0,0,0,0,0,0,
0.183508,0.90644,-2.41774,0.114559,-1.12833,1.02584,1.99202,0.111057,-0.0218145,-1.15783,0.688282,0,0,0,0,0,0,0,0,
-0.912068,-0.974298,1.56843,0.0220758,0.184405,-1.46294,-1.26653,-0.158923,0.917163,0.79016,-0.869996,0,0,0,0,0,0,0,0,
0.128557,1.43955,-1.05166,0.253063,-0.668012,1.07141,-0.149118,0.0182143,-0.226155,-0.0450606,1.14745,0,0,0,0,0,0,0,0,
-2.69325,-4.68943,1.3615,0.286203,-4.4356,-3.55473,-5.22964,-3.37835,-0.275888,2.87124,4.64771,-2.08317,3.89115,0,0,0,0,0,0,
-0.868313,-1.12038,0.519247,-0.219948,-0.395401,-1.72305,-1.37967,-0.773334,0.510516,1.12219,2.02445,-0.24388,0.176882,0,0,0,0,0,0,
-0.67257,-1.30517,0.0400163,0.209424,-0.647773,-0.566201,-1.54225,-2.04535,-0.341715,0.856161,0.180723,-0.866658,0.91517,0,0,0,0,0,0,
1.85326,2.10414,-1.54059,0.335679,2.65462,2.39347,2.93998,1.77164,0.0831711,-2.73278,-3.11606,0.110394,-1.71425,0,0,0,0,0,0,
